wavelength,spectrum
1479,7.84824E+13
1480,5.5658E+13
1481,7.53288E+13
1482,5.71126E+13
1483,1.01031E+14
1484,1.02191E+14
1485,9.43219E+13
1486,8.63019E+13
1487,5.42287E+13
1488,7.60685E+13
1489,1.31273E+14
1490,1.33995E+14
1491,1.42523E+14
1492,1.27794E+14
1493,1.36424E+14
1494,1.48541E+14
1495,1.37547E+14
1496,1.33405E+14
1497,1.62396E+14
1498,1.48751E+14
1499,1.64121E+14
1500,1.86965E+14
1501,1.95679E+14
1502,1.74462E+14
1503,1.41496E+14
1504,1.25606E+14
1505,1.43956E+14
1506,1.87523E+14
1507,1.91723E+14
1508,1.79427E+14
1509,1.54493E+14
1510,1.96568E+14
1511,2.00879E+14
1512,1.96448E+14
1513,1.84303E+14
1514,1.76808E+14
1515,1.97314E+14
1516,1.95442E+14
1517,1.90896E+14
1518,1.90831E+14
1519,1.89046E+14
1520,2.00928E+14
1521,2.0766E+14
1522,2.03968E+14
1523,2.1186E+14
1524,2.09604E+14
1525,2.00438E+14
1526,2.03545E+14
1527,2.02814E+14
1528,2.12076E+14
1529,2.08272E+14
1530,1.99267E+14
1531,2.06715E+14
1532,2.13209E+14
1533,2.12287E+14
1534,2.0741E+14
1535,2.06386E+14
1536,2.10868E+14
1537,2.11005E+14
1538,2.09981E+14
1539,2.09731E+14
1540,2.05703E+14
1541,2.07484E+14
1542,2.08782E+14
1543,2.10179E+14
1544,2.10995E+14
1545,2.13852E+14
1546,2.13115E+14
1547,2.11308E+14
1548,2.08426E+14
1549,2.11678E+14
1550,2.10255E+14
1551,2.10683E+14
1552,2.11502E+14
1553,2.11053E+14
1554,2.07377E+14
1555,2.08098E+14
1556,2.06372E+14
1557,2.10519E+14
1558,2.10165E+14
1559,2.09319E+14
1560,2.0857E+14
1561,2.10667E+14
1562,2.09918E+14
1563,2.08873E+14
1564,2.0704E+14
1565,2.09239E+14
1566,2.06911E+14
1567,2.06057E+14
1568,2.02935E+14
1569,1.99512E+14
1570,1.90951E+14
1571,1.85935E+14
1572,1.86745E+14
1573,1.85578E+14
1574,1.89853E+14
1575,1.90271E+14
1576,1.91284E+14
1577,1.75637E+14
1578,1.84679E+14
1579,1.88173E+14
1580,1.93558E+14
1581,1.96166E+14
1582,1.93106E+14
1583,1.96215E+14
1584,1.98531E+14
1585,2.04437E+14
1586,2.03469E+14
1587,2.01302E+14
1588,1.98133E+14
1589,1.88165E+14
1590,1.91883E+14
1591,1.94005E+14
1592,2.01335E+14
1593,2.0597E+14
1594,2.05698E+14
1595,2.05426E+14
1596,1.97525E+14
1597,1.98252E+14
1598,2.02094E+14
1599,1.94779E+14
1600,1.8977E+14
1601,1.81129E+14
1602,1.80335E+14
1603,1.80448E+14
1604,1.84293E+14
1605,1.90262E+14
1606,1.93309E+14
1607,1.88174E+14
1608,1.85359E+14
1609,1.82944E+14
1610,1.77692E+14
1611,1.82665E+14
1612,1.86834E+14
1613,1.91717E+14
1614,1.93359E+14
1615,1.93783E+14
1616,1.88415E+14
1617,1.90871E+14
1618,1.96585E+14
1619,1.95179E+14
1620,1.91327E+14
1621,1.91139E+14
1622,1.93603E+14
1623,1.9709E+14
1624,1.97212E+14
1625,1.94472E+14
1626,1.9541E+14
1627,1.96451E+14
1628,1.97288E+14
1629,1.97E+14
1630,1.94148E+14
1631,1.94472E+14
1632,1.94694E+14
1633,1.91219E+14
1634,1.90822E+14
1635,1.91762E+14
1636,1.9229E+14
1637,1.86334E+14
1638,1.81297E+14
1639,1.8079E+14
1640,1.78321E+14
1641,1.80494E+14
1642,1.8112E+14
1643,1.79061E+14
1644,1.83099E+14
1645,1.80831E+14
1646,1.80837E+14
1647,1.85919E+14
1648,1.80435E+14
1649,1.81374E+14
1650,1.84286E+14
1651,1.76091E+14
1652,1.83678E+14
1653,1.83997E+14
1654,1.80364E+14
1655,1.83907E+14
1656,1.83706E+14
1657,1.85068E+14
1658,1.86326E+14
1659,1.84978E+14
1660,1.86029E+14
1661,1.85828E+14
1662,1.83222E+14
1663,1.8511E+14
1664,1.83443E+14
1665,1.74234E+14
1666,1.56004E+14
1667,1.73185E+14
1668,1.79268E+14
1669,1.81055E+14
1670,1.84734E+14
1671,1.82848E+14
1672,1.78752E+14
1673,1.81173E+14
1674,1.80966E+14
1675,1.79494E+14
1676,1.78231E+14
1677,1.78442E+14
1678,1.77072E+14
1679,1.78022E+14
1680,1.72845E+14
1681,1.66182E+14
1682,1.71464E+14
1683,1.75059E+14
1684,1.69868E+14
1685,1.78552E+14
1686,1.7781E+14
1687,1.74414E+14
1688,1.77384E+14
1689,1.76002E+14
1690,1.73236E+14
1691,1.66958E+14
1692,1.75144E+14
1693,1.78548E+14
1694,1.75138E+14
1695,1.77693E+14
1696,1.75345E+14
1697,1.60294E+14
1698,1.73843E+14
1699,1.748E+14
1700,1.71054E+14
1701,1.72011E+14
1702,1.73396E+14
1703,1.72213E+14
1704,1.70599E+14
1705,1.68984E+14
1706,1.67366E+14
1707,1.65747E+14
1708,1.64126E+14
1709,1.62502E+14
1710,1.61135E+14
1711,1.61315E+14
1712,1.61754E+14
1713,1.62193E+14
1714,1.62633E+14
1715,1.62965E+14
1716,1.6265E+14
1717,1.62226E+14
1718,1.61802E+14
1719,1.61377E+14
1720,1.60844E+14
1721,1.5966E+14
1722,1.58367E+14
1723,1.57072E+14
1724,1.55775E+14
1725,1.54564E+14
1726,1.53872E+14
1727,1.53266E+14
1728,1.52659E+14
1729,1.52052E+14
1730,1.51248E+14
1731,1.49267E+14
1732,1.47087E+14
1733,1.44905E+14
1734,1.42721E+14
1735,1.4097E+14
1736,1.41837E+14
1737,1.43142E+14
1738,1.44449E+14
1739,1.45757E+14
1740,1.46607E+14
1741,1.44698E+14
1742,1.42328E+14
1743,1.39954E+14
1744,1.37577E+14
1745,1.35747E+14
1746,1.37208E+14
1747,1.3922E+14
1748,1.41235E+14
1749,1.43251E+14
1750,1.44764E+14
1751,1.43239E+14
1752,1.41205E+14
1753,1.39169E+14
1754,1.37131E+14
1755,1.35509E+14
1756,1.36404E+14
1757,1.37719E+14
1758,1.39036E+14
1759,1.40354E+14
1760,1.4092E+14
1761,1.36969E+14
1762,1.3226E+14
1763,1.27546E+14
1764,1.22826E+14
1765,1.18877E+14
1766,1.19589E+14
1767,1.21079E+14
1768,1.22571E+14
1769,1.24064E+14
1770,1.24802E+14
1771,1.20997E+14
1772,1.16429E+14
1773,1.11856E+14
1774,1.07279E+14
1775,1.02941E+14
1776,1.00073E+14
1777,9.74471E+13
1778,9.48184E+13
1779,9.21866E+13
1780,8.93683E+13
1781,8.54447E+13
1782,8.13328E+13
1783,7.72162E+13
1784,7.3095E+13
1785,6.97548E+13
1786,7.11282E+13
1787,7.32898E+13
1788,7.54537E+13
1789,7.76201E+13
1790,7.8582E+13
1791,7.23005E+13
1792,6.48039E+13
1793,5.72988E+13
1794,4.97853E+13
1795,4.28663E+13
1796,3.95582E+13
1797,3.685E+13
1798,3.41387E+13
1799,3.14243E+13
1800,2.86662E+13
1801,2.56603E+13
1802,2.26103E+13
1803,1.95569E+13
1804,1.65E+13
1805,1.37077E+13
1806,1.25205E+13
1807,1.16002E+13
1808,1.06788E+13
1809,9.75637E+12
1810,8.80334E+12
1811,7.67159E+12
1812,6.50895E+12
1813,5.34503E+12
1814,4.17982E+12
1815,3.10692E+12
1816,2.59471E+12
1817,2.17564E+12
1818,1.7561E+12
1819,1.3361E+12
1820,9.7516E+11
1821,9.71115E+11
1822,1.02665E+12
1823,1.08224E+12
1824,1.13789E+12
1825,1.15688E+12
1826,9.55408E+11
1827,7.16949E+11
1828,4.78227E+11
1829,2.39244E+11
1830,29921907968
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,2358285056
1876,18876333952
1877,37772794048
1878,56689376960
1879,75626083008
1880,89853769024
1881,75706579968
1882,56810121024
1883,37893536960
1884,18956831040
1885,7112585024
1886,37953909952
1887,75948068032
1888,1.13982E+11
1889,1.52057E+11
1890,1.83041E+11
1891,1.71245E+11
1892,1.52299E+11
1893,1.33332E+11
1894,1.14345E+11
1895,95337564992
1896,76310300992
1897,57262910976
1898,38195398016
1899,19107761024
1900,2389728000
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,9634376960
1916,77115261056
1917,1.54311E+11
1918,2.31587E+11
1919,3.08944E+11
1920,3.88796E+11
1921,4.83228E+11
1922,5.80176E+11
1923,6.77224E+11
1924,7.74372E+11
1925,8.52252E+11
1926,8.13936E+11
1927,7.5619E+11
1928,6.98384E+11
1929,6.40518E+11
1930,6.62697E+11
1931,1.16578E+12
1932,1.74958E+12
1933,2.33398E+12
1934,2.91899E+12
1935,3.42429E+12
1936,3.44797E+12
1937,3.39128E+12
1938,3.33453E+12
1939,3.27772E+12
1940,3.41117E+12
1941,4.68729E+12
1942,6.15523E+12
1943,7.62469E+12
1944,9.09566E+12
1945,1.0529E+13
1946,1.17288E+13
1947,1.28907E+13
1948,1.40538E+13
1949,1.5218E+13
1950,1.60744E+13
1951,1.50766E+13
1952,1.37684E+13
1953,1.24588E+13
1954,1.11479E+13
1955,1.02905E+13
1956,1.2163E+13
1957,1.44928E+13
1958,1.6825E+13
1959,1.91596E+13
1960,2.13708E+13
1961,2.28295E+13
1962,2.41638E+13
1963,2.54995E+13
1964,2.68365E+13
1965,2.85085E+13
1966,3.21852E+13
1967,3.61995E+13
1968,4.02179E+13
1969,4.42404E+13
1970,4.82372E+13
1971,5.20596E+13
1972,5.5856E+13
1973,5.96563E+13
1974,6.34604E+13
1975,6.69851E+13
1976,6.88135E+13
1977,7.03601E+13
1978,7.19083E+13
1979,7.3458E+13
1980,7.50068E+13
1981,7.65421E+13
1982,7.80765E+13
1983,7.96124E+13
1984,8.11497E+13
1985,8.25663E+13
1986,8.32498E+13
1987,8.38116E+13
1988,8.43738E+13
1989,8.49366E+13
1990,8.53247E+13
1991,8.46614E+13
1992,8.3822E+13
1993,8.29818E+13
1994,8.21406E+13
1995,8.033E+13
1996,7.27033E+13
1997,6.40993E+13
1998,5.54868E+13
1999,4.68655E+13
2000,3.87387E+13
2001,3.36239E+13
2002,2.90076E+13
2003,2.43866E+13
2004,1.9761E+13
2005,1.63311E+13
2006,2.01037E+13
2007,2.50815E+13
2008,3.00643E+13
2009,3.50521E+13
2010,3.90942E+13
2011,3.74342E+13
2012,3.4821E+13
2013,3.22052E+13
2014,2.95867E+13
2015,2.77589E+13
2016,3.06912E+13
2017,3.44205E+13
2018,3.81534E+13
2019,4.18899E+13
2020,4.58995E+13
2021,5.15297E+13
2022,5.7435E+13
2023,6.33462E+13
2024,6.92631E+13
2025,7.47249E+13
2026,7.74246E+13
2027,7.96656E+13
2028,8.19087E+13
2029,8.4154E+13
2030,8.64194E+13
2031,8.87942E+13
2032,9.11892E+13
2033,9.35865E+13
2034,9.59862E+13
2035,9.79248E+13
2036,9.70844E+13
2037,9.57793E+13
2038,9.44729E+13
2039,9.31652E+13
2040,9.20588E+13
2041,9.21681E+13
2042,9.24804E+13
2043,9.27929E+13
2044,9.31057E+13
2045,9.27911E+13
2046,8.87089E+13
2047,8.39943E+13
2048,7.92751E+13
2049,7.45513E+13
2050,7.00832E+13
2051,6.7174E+13
2052,6.45227E+13
2053,6.18686E+13
2054,5.9212E+13
2055,5.72584E+13
2056,5.95386E+13
2057,6.25273E+13
2058,6.55189E+13
2059,6.85134E+13
2060,7.09511E+13
2061,7.00316E+13
2062,6.8551E+13
2063,6.70689E+13
2064,6.55853E+13
2065,6.43886E+13
2066,6.49213E+13
2067,6.5743E+13
2068,6.65656E+13
2069,6.73888E+13
2070,6.84186E+13
2071,7.06839E+13
2072,7.31573E+13
2073,7.56331E+13
2074,7.81112E+13
2075,8.05317E+13
2076,8.25941E+13
2077,8.45983E+13
2078,8.66045E+13
2079,8.86126E+13
2080,9.03321E+13
2081,9.03101E+13
2082,8.99974E+13
2083,8.96843E+13
2084,8.93709E+13
2085,8.9204E+13
2086,8.99184E+13
2087,9.07805E+13
2088,9.16434E+13
2089,9.2507E+13
2090,9.32873E+13
2091,9.35634E+13
2092,9.37555E+13
2093,9.39477E+13
2094,9.41401E+13
2095,9.42193E+13
2096,9.36184E+13
2097,9.29035E+13
2098,9.21878E+13
2099,9.14714E+13
2100,9.10343E+13
2101,9.22774E+13
2102,9.38018E+13
2103,9.53277E+13
2104,9.68549E+13
2105,9.81056E+13
2106,9.76887E+13
2107,9.6993E+13
2108,9.62967E+13
2109,9.55996E+13
2110,9.50478E+13
2111,9.53717E+13
2112,9.58419E+13
2113,9.63125E+13
2114,9.67835E+13
2115,9.70926E+13
2116,9.64279E+13
2117,9.56001E+13
2118,9.47715E+13
2119,9.39421E+13
2120,9.32505E+13
2121,9.33905E+13
2122,9.36694E+13
2123,9.39485E+13
2124,9.42279E+13
2125,9.45074E+13
2126,9.47872E+13
2127,9.50672E+13
2128,9.53475E+13
2129,9.56279E+13
2130,9.58872E+13
2131,9.60179E+13
2132,9.61274E+13
2133,9.62368E+13
2134,9.63464E+13
2135,9.64667E+13
2136,9.66516E+13
2137,9.68474E+13
2138,9.70433E+13
2139,9.72393E+13
2140,9.73817E+13
2141,9.7201E+13
2142,9.69662E+13
2143,9.67311E+13
2144,9.64958E+13
2145,9.61658E+13
2146,9.52687E+13
2147,9.42761E+13
2148,9.32826E+13
2149,9.22881E+13
2150,9.14278E+13
2151,9.13784E+13
2152,9.14642E+13
2153,9.155E+13
2154,9.16359E+13
2155,9.16974E+13
2156,9.16125E+13
2157,9.15031E+13
2158,9.13935E+13
2159,9.12838E+13
2160,9.0981E+13
2161,8.95201E+13
2162,8.78647E+13
2163,8.62077E+13
2164,8.45492E+13
2165,8.32567E+13
2166,8.41697E+13
2167,8.54514E+13
2168,8.67342E+13
2169,8.80182E+13
2170,8.91041E+13
2171,8.8995E+13
2172,8.86863E+13
2173,8.83773E+13
2174,8.8068E+13
2175,8.78404E+13
2176,8.81052E+13
2177,8.84524E+13
2178,8.87998E+13
2179,8.91476E+13
2180,8.9257E+13
2181,8.79346E+13
2182,8.63722E+13
2183,8.48083E+13
2184,8.32429E+13
2185,8.20004E+13
2186,8.27033E+13
2187,8.37314E+13
2188,8.47604E+13
2189,8.57903E+13
2190,8.66971E+13
2191,8.68607E+13
2192,8.69004E+13
2193,8.694E+13
2194,8.69797E+13
2195,8.6804E+13
2196,8.53354E+13
2197,8.365E+13
2198,8.1963E+13
2199,8.02745E+13
2200,7.88776E+13
2201,7.92401E+13
2202,7.98965E+13
2203,8.05535E+13
2204,8.1211E+13
2205,8.19384E+13
2206,8.30826E+13
2207,8.42972E+13
2208,8.55129E+13
2209,8.67297E+13
2210,8.77168E+13
2211,8.73199E+13
2212,8.66917E+13
2213,8.60629E+13
2214,8.54334E+13
2215,8.4926E+13
2216,8.51538E+13
2217,8.55046E+13
2218,8.58556E+13
2219,8.62069E+13
2220,8.64551E+13
2221,8.60835E+13
2222,8.5608E+13
2223,8.5132E+13
2224,8.46557E+13
2225,8.42544E+13
2226,8.43062E+13
2227,8.44337E+13
2228,8.45613E+13
2229,8.4689E+13
2230,8.47634E+13
2231,8.4518E+13
2232,8.4219E+13
2233,8.39197E+13
2234,8.36202E+13
2235,8.33287E+13
2236,8.30875E+13
2237,8.28546E+13
2238,8.26214E+13
2239,8.2388E+13
2240,8.21233E+13
2241,8.16724E+13
2242,8.119E+13
2243,8.07071E+13
2244,8.02237E+13
2245,7.98359E+13
2246,8.0024E+13
2247,8.03084E+13
2248,8.05929E+13
2249,8.08777E+13
2250,8.10127E+13
2251,8.02475E+13
2252,7.93314E+13
2253,7.84145E+13
2254,7.74968E+13
2255,7.66746E+13
2256,7.64306E+13
2257,7.62828E+13
2258,7.61348E+13
2259,7.59867E+13
2260,7.58952E+13
2261,7.6145E+13
2262,7.64518E+13
2263,7.67588E+13
2264,7.70661E+13
2265,7.72483E+13
2266,7.66781E+13
2267,7.5982E+13
2268,7.52853E+13
2269,7.45879E+13
2270,7.39556E+13
2271,7.37168E+13
2272,7.35435E+13
2273,7.337E+13
2274,7.31964E+13
2275,7.31141E+13
2276,7.35814E+13
2277,7.41406E+13
2278,7.47004E+13
2279,7.52606E+13
2280,7.56636E+13
2281,7.51201E+13
2282,7.44183E+13
2283,7.37158E+13
2284,7.30127E+13
2285,7.24037E+13
2286,7.23635E+13
2287,7.24182E+13
2288,7.24729E+13
2289,7.25276E+13
2290,7.25247E+13
2291,7.2176E+13
2292,7.17694E+13
2293,7.13623E+13
2294,7.09549E+13
2295,7.05326E+13
2296,7.00233E+13
2297,6.94991E+13
2298,6.89744E+13
2299,6.84493E+13
2300,6.80017E+13
2301,6.80226E+13
2302,6.81217E+13
2303,6.82208E+13
2304,6.83199E+13
2305,6.85467E+13
2306,6.95394E+13
2307,7.06606E+13
2308,7.17827E+13
2309,7.29057E+13
2310,7.37276E+13
2311,7.27364E+13
2312,7.14418E+13
2313,7.01461E+13
2314,6.88493E+13
2315,6.75397E+13
2316,6.6159E+13
2317,6.47654E+13
2318,6.33706E+13
2319,6.19746E+13
2320,6.08779E+13
2321,6.15843E+13
2322,6.25921E+13
2323,6.36008E+13
2324,6.46103E+13
2325,6.55154E+13
2326,6.57893E+13
2327,6.59581E+13
2328,6.6127E+13
2329,6.6296E+13
2330,6.64798E+13
2331,6.67517E+13
2332,6.70384E+13
2333,6.73254E+13
2334,6.76126E+13
2335,6.75123E+13
2336,6.5085E+13
2337,6.22675E+13
2338,5.94476E+13
2339,5.66253E+13
2340,5.43215E+13
2341,5.51427E+13
2342,5.64859E+13
2343,5.78302E+13
2344,5.91757E+13
2345,6.00651E+13
2346,5.82111E+13
2347,5.5898E+13
2348,5.35829E+13
2349,5.12658E+13
2350,4.94137E+13
2351,5.03632E+13
2352,5.17809E+13
2353,5.31998E+13
2354,5.46199E+13
2355,5.59493E+13
2356,5.67287E+13
2357,5.74168E+13
2358,5.81055E+13
2359,5.87948E+13
2360,5.93777E+13
2361,5.93198E+13
2362,5.91548E+13
2363,5.89896E+13
2364,5.88243E+13
2365,5.81293E+13
2366,5.42555E+13
2367,4.98485E+13
2368,4.54378E+13
2369,4.10233E+13
2370,3.7556E+13
2371,3.97935E+13
2372,4.29846E+13
2373,4.61784E+13
2374,4.93749E+13
2375,5.21289E+13
2376,5.22136E+13
2377,5.18529E+13
2378,5.14919E+13
2379,5.11306E+13
2380,5.04666E+13
2381,4.79872E+13
2382,4.52031E+13
2383,4.24167E+13
2384,3.96279E+13
2385,3.73767E+13
2386,3.83647E+13
2387,3.98939E+13
2388,4.14244E+13
2389,4.29562E+13
2390,4.4405E+13
2391,4.53498E+13
2392,4.62112E+13
2393,4.70733E+13
2394,4.7936E+13
2395,4.87995E+13
2396,4.96637E+13
2397,5.05286E+13
2398,5.13941E+13
2399,5.22604E+13
2400,5.27048E+13
2401,5.06129E+13
2402,4.80962E+13
2403,4.55774E+13
2404,4.30566E+13
2405,4.08572E+13
2406,4.05988E+13
2407,4.06641E+13
2408,4.07295E+13
2409,4.07949E+13
2410,4.06572E+13
2411,3.93004E+13
2412,3.77392E+13
2413,3.61767E+13
2414,3.46128E+13
2415,3.32238E+13
2416,3.28912E+13
2417,3.27346E+13
2418,3.25778E+13
2419,3.24209E+13
2420,3.2483E+13
2421,3.38606E+13
2422,3.54586E+13
2423,3.7058E+13
2424,3.86587E+13
2425,4.04284E+13
2426,4.32065E+13
2427,4.61548E+13
2428,4.91054E+13
2429,5.20585E+13
2430,5.37243E+13
2431,4.76495E+13
2432,4.0279E+13
2433,3.29023E+13
2434,2.55196E+13
2435,1.99224E+13
2436,2.50748E+13
2437,3.20246E+13
2438,3.89801E+13
2439,4.59412E+13
2440,5.13521E+13
2441,4.7428E+13
2442,4.19434E+13
2443,3.64544E+13
2444,3.09608E+13
2445,2.59332E+13
2446,2.37257E+13
2447,2.19872E+13
2448,2.02473E+13
2449,1.8506E+13
2450,1.73272E+13
2451,1.95323E+13
2452,2.23035E+13
2453,2.5077E+13
2454,2.78528E+13
2455,3.05474E+13
2456,3.27438E+13
2457,3.48585E+13
2458,3.6975E+13
2459,3.90931E+13
2460,4.06653E+13
2461,3.89516E+13
2462,3.66883E+13
2463,3.44232E+13
2464,3.21563E+13
2465,2.99433E+13
2466,2.80634E+13
2467,2.62379E+13
2468,2.44109E+13
2469,2.25824E+13
2470,2.0973E+13
2471,2.06862E+13
2472,2.062E+13
2473,2.05537E+13
2474,2.04873E+13
2475,2.01687E+13
2476,1.83364E+13
2477,1.62502E+13
2478,1.41623E+13
2479,1.20728E+13
2480,1.01687E+13
2481,9.38641E+12
2482,8.79082E+12
2483,8.19474E+12
2484,7.59819E+12
2485,7.01052E+12
2486,6.47867E+12
2487,5.95577E+12
2488,5.43244E+12
2489,4.90869E+12
2490,4.4315E+12
2491,4.2359E+12
2492,4.08715E+12
2493,3.93828E+12
2494,3.78929E+12
2495,3.78767E+12
2496,4.67135E+12
2497,5.70334E+12
2498,6.73615E+12
2499,7.7698E+12
2500,8.5024E+12
2501,7.4237E+12
2502,6.04204E+12
2503,4.65927E+12
2504,3.27539E+12
2505,2.08574E+12
2506,2.06766E+12
2507,2.24507E+12
2508,2.42261E+12
2509,2.6003E+12
2510,2.70235E+12
2511,2.34971E+12
2512,1.92096E+12
2513,1.49186E+12
2514,1.06243E+12
2515,6.83261E+11
2516,6.07585E+11
2517,5.825E+11
2518,5.57395E+11
2519,5.3227E+11
2520,4.97617E+11
2521,4.05861E+11
2522,3.04517E+11
2523,2.03092E+11
2524,1.01586E+11
2525,12703291008
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
